0,9.62287433622087845394439237849271892609e-18
1,4.591256260703226308888311736574827083452e-18
2,1.623593211815569309591688885020126733386e-19
3,0.1972428899869750523086139081955948119752
4,0.2321919376606613476568665180057217743136
5,0.1734004859101291085155263794819158099447
6,0.01159578260531595968028912647970026674288
7,1.56412491407273073577946936290695578105e-15
8,2.623877106222675043542449437862654220238e-26
9,4.542150886643073652202828369094617963408e-20
10,3.253255519507831378819888986101669825787e-11
11,6.880015564187650783207324509542226482189e-6
12,6.133870619474394565835543615138250201146e-7
13,0.02547235717146621681447687662958462721248
14,0.004470487568406129936704056293308301906807
15,0.3657929399985999424219522612829326931734
16,0.4360070180858173562446567761940386307074
17,0.009292481413898067324801244037262407047886
18,0.3018770035740630345681955135853326406748
19,0.4716556465046028414815651850197273504027
20,0.0695321401081691990581688552768806660441
21,4.910218593794467229318689926406375861776e-6
22,0.001150233300188208910239430837755504106721
23,2.415386677882668149211777590695579295402e-4
